InvoiceID,invoice_date,customer_id,customer_name,country,product_id,product_name,category,quantity,unit_price,total,payment_method,return_status,ReviewScore,promo,delivery_days,shipping_cost
INV1999,21/06/2024 7:31,CUST1189,Jessica Gross,Australia,P1250,Attorney Cost,Books,3,140.93,422.79,Bitcoin,Not Returned,5,Yes,,23.74
INV2000,21/04/2025 5:31,CUST2198,Emily Arnold,Canada,P1197,Partner Number,Toys,2,23.94,47.88,Bitcoin,Not Returned,5,No,3,8.55
INV2001,9/08/2023 13:48,CUST2031,Annette Melton,Canada,P1282,Feeling Main,Sports,3,129.87,389.61,Bitcoin,Not Returned,,Yes,7,3.50
INV2002,12/12/2024 18:34,CUST2201,Michele Holland,India,P1165,Among End,Toys,3,84.98,254.94,Bank Transfer,Not Returned,5,No,13,22.53
INV2003,17/03/2025 23:11,CUST1325,Patrick Moore,United States,P1215,Southern From,Toys,4,206.01,824.04,Bank Transfer,Not Returned,3,Yes,12,0.54
INV2004,11/01/2024 3:40,CUST2262,Jessica Larsen,New Zealand,P1233,Base Rise,Books,5,78.05,390.25,Bitcoin,Not Returned,2,No,9,8.45
INV2005,18/05/2024 7:55,CUST2389,Robert Thompson,Canada,P1205,Speech Check,Books,3,185.29,555.87,Credit Card,Not Returned,2,No,9,0.71
INV2006,11/01/2024 14:03,CUST2048,Traci Vincent,France,P1085,Leader Staff,Books,3,357.91,1073.73,PayPal,Not Returned,2,Yes,1,7.73
INV2007,28/10/2024 11:39,CUST1289,Briana Murray,U.S.,P1410,Buy Sing,Garden,3,177.24,531.72,PayPal,Not Returned,1,No,4,2.01
INV2008,3/09/2023 9:21,CUST1483,Steve Paul,Canada,P1439,Wait Treatment,Books,2,231.11,462.22,Bank Transfer,Returned,1,No,1,11.77
INV2009,27/08/2024 8:34,CUST2406,Denise Wallace,New Zealand,P1201,Risk Season,Food,2,99.09,198.18,PayPal,Not Returned,,No,2,7.96
INV2010,21/04/2025 14:39,CUST1273,Shelly Alexander,New Zealand,P1204,Law When,Automotive,3,344.99,1034.97,Credit Card,Not Returned,5,Yes,3,22.14
INV2011,8/05/2024 22:39,CUST1364,Tracy Burke,Australia,P1393,Field Late,Food,2,460.99,921.98,Credit Card,Not Returned,3,Yes,10,5.75
INV2012,25/12/2023 4:27,CUST2023,Joseph Cooper,New Zealand,P1096,Standard Law,Toys,1,336.14,336.14,Bitcoin,Not Returned,3,Yes,4,7.78
INV2013,8/02/2024 21:52,CUST2382,John Austin,New Zealand,P1420,Environmental Street,Electronics,4,330.54,1322.16,Bitcoin,Not Returned,,No,12,2.07
INV2014,1/01/2024 14:13,CUST2405,Eddie Adams,New Zealand,P1375,Ten Author,Clothing,1,474.06,474.06,Credit Card,Not Returned,1,No,10,11.37
INV2015,5/03/2025 15:37,CUST1995,Brittany Ward,USA,P1334,Southern Environment,Electronics,4,51.06,204.24,Bank Transfer,Not Returned,,No,8,9.32
INV2016,13/04/2025 13:56,CUST1969,Eric Barker,Australia,P1364,Popular Recent,Electronics,3,80.10,240.30,PayPal,Not Returned,4,No,13,16.87
INV2017,9/03/2024 8:03,CUST1307,Carlos Ryan,India,P1003,Law That,Automotive,3,48.03,144.09,Bitcoin,Not Returned,3,No,,3.04
INV2018,30/07/2024 5:08,CUST2002,Dennis Marshall,India,P1235,Center Morning,Clothing,3,390.32,1170.96,Bank Transfer,Not Returned,5,No,12,20.48
INV2019,18/06/2023 11:21,CUST2111,Breanna Rivas,New Zealand,P1136,Affect However,Food,2,284.79,569.58,Bank Transfer,Not Returned,,Yes,5,18.30
INV2020,14/12/2023 4:56,CUST2088,Katherine Gallagher,United States,P1378,Attention Final,Home,4,123.73,494.92,PayPal,Not Returned,5,No,6,22.32
INV2021,14/10/2024 8:46,CUST1707,Mr. Richard Knight PhD,Canada,P1497,Foreign Work,Sports,4,346.71,1386.84,Bitcoin,Returned,2,No,,3.67
INV2022,26/11/2024 16:04,CUST2482,Kenneth Huff,United States,P1326,Approach Kind,Beauty,1,143.43,143.43,Bank Transfer,Not Returned,,Yes,11,6.42
INV2023,30/03/2024 0:10,CUST2337,Austin Walker,New Zealand,P1380,Campaign Run,Electronics,1,207.22,207.22,PayPal,Not Returned,2,Yes,11,19.97
INV2024,25/02/2024 23:03,CUST1766,Raymond Chapman,New Zealand,P1293,Pay Writer,Toys,4,384.61,1538.44,PayPal,Not Returned,5,Yes,9,9.97
INV2025,30/12/2024 22:42,CUST1371,Debra White,New Zealand,P1347,Us Officer,Food,3,488.42,1465.26,Bitcoin,Not Returned,2,No,7,14.98
INV2026,20/09/2023 14:12,CUST2300,Kristy Smith,USA,P1162,Month Lot,Sports,1,415.53,415.53,PayPal,Not Returned,2,No,9,10.52
INV2027,8/05/2024 12:48,CUST2219,Lisa Haley,France,P1168,Might Increase,Clothing,5,42.25,211.25,Bank Transfer,Not Returned,3,Yes,7,21.36
INV2028,21/10/2024 7:53,CUST2021,Olivia Ayers,New Zealand,P1107,Hard Practice,Clothing,5,128.08,640.40,Credit Card,Not Returned,4,Yes,10,12.16
INV2029,14/12/2024 23:02,CUST1707,Mr. Richard Knight PhD,France,P1042,Method That,Beauty,2,110.25,220.50,Bank Transfer,Not Returned,3,No,,3.90
INV2030,13/06/2023 21:33,CUST2197,Jasmine Frye,New Zealand,P1085,Leader Staff,Books,5,357.91,1789.55,Credit Card,Not Returned,2,No,3,9.38
INV2031,26/04/2025 22:03,CUST2100,Travis Hull,United States,P1067,Other Citizen,Toys,4,421.63,1686.52,PayPal,Not Returned,,No,2,21.62
INV2032,10/05/2024 3:33,CUST1821,Mark Beard,Canada,P1281,Staff Their,Sports,4,142.74,570.96,Bank Transfer,Not Returned,2,Yes,10,22.12
INV2033,14/07/2024 12:50,CUST2296,Alison Williams,France,P1390,Shake Risk,Home,3,40.35,121.05,Bitcoin,Not Returned,3,No,13,23.11
INV2034,19/04/2024 13:08,CUST1321,Charles Shah,USA,P1473,Network Five,Electronics,2,310.64,621.28,Bank Transfer,Not Returned,5,Yes,10,22.68
INV2035,27/02/2025 5:14,CUST1785,Laurie Bailey,New Zealand,P1297,Game Little,Clothing,4,291.45,1165.80,Credit Card,Not Returned,1,Yes,9,14.26
INV2036,29/08/2024 0:28,CUST1837,Carol Sanders,Canada,P1484,Member Significant,Food,1,342.49,342.49,Bitcoin,Not Returned,2,Yes,11,15.03
INV2037,3/07/2024 20:03,CUST2339,Miss Kelly Dawson,Canada,P1199,Degree Travel,Beauty,5,221.01,1105.05,PayPal,Not Returned,5,Yes,2,11.80
INV2038,18/10/2024 1:02,CUST2459,Richard Alvarez,UK,P1471,Live Themselves,Beauty,2,315.27,630.54,Credit Card,Not Returned,3,No,3,17.09
INV2039,11/09/2023 18:46,CUST1908,William Miller,France,P1123,Gun Rule,Toys,2,112.76,225.52,Bank Transfer,Not Returned,1,Yes,7,18.05
INV2040,20/11/2024 10:59,CUST1143,Christopher Rubio,New Zealand,P1003,Law That,Automotive,1,48.03,48.03,Bitcoin,Not Returned,,No,4,22.08
INV2041,30/10/2023 11:01,CUST2100,Travis Hull,France,P1061,Without Activity,Beauty,5,60.22,301.10,Bitcoin,Not Returned,5,Yes,4,20.29
INV2042,19/09/2024 14:44,CUST2485,Timothy Clark,France,P1393,Field Late,Food,1,460.99,460.99,Bitcoin,Not Returned,,Yes,2,21.18
INV2043,22/11/2024 0:14,CUST2187,Donna Boone,Australia,P1385,Determine Population,Books,1,462.34,462.34,Bank Transfer,Not Returned,1,No,3,6.61
INV2044,1/11/2024 18:22,CUST1675,Larry Harris,Germany,P1328,Show Specific,Toys,1,280.12,280.12,Bank Transfer,Not Returned,5,No,5,19.68
INV2045,19/05/2023 4:21,CUST2432,Omar Price,USA,P1132,Official Meeting,Books,5,204.87,1024.35,PayPal,Not Returned,,Yes,14,9.27
INV2046,19/10/2023 6:03,CUST1742,George Ochoa,U.S.,P1365,Role Scene,Food,3,474.82,1424.46,Bank Transfer,Not Returned,3,No,2,18.59
INV2047,16/11/2023 20:06,CUST2423,Emily Reed,New Zealand,P1065,Need Analysis,Home,2,256.30,512.60,PayPal,Returned,1,No,2,14.61
INV2048,6/06/2023 6:18,CUST1531,Mark Jimenez,France,P1186,Near Resource,Electronics,5,430.00,2150.00,PayPal,Not Returned,5,Yes,9,21.32
INV2049,11/10/2023 19:21,CUST1643,Courtney Smith,Germany,P1267,Stop American,Automotive,3,400.93,1202.79,Bitcoin,Not Returned,3,Yes,10,23.67
INV2050,30/03/2025 20:23,CUST1701,James Watson,U.S.,P1115,Sometimes Should,Books,3,87.32,261.96,Credit Card,Not Returned,2,No,7,14.24
INV2051,12/10/2024 9:16,CUST2307,Crystal Cruz,France,P1464,Society Foot,Garden,1,12.60,12.60,PayPal,Not Returned,,No,10,2.47
INV2052,2/04/2024 10:13,CUST1674,Zachary Mendoza,France,P1259,Simple Thank,Sports,1,35.82,35.82,Credit Card,Not Returned,,No,9,13.07
INV2053,21/01/2024 4:34,CUST1501,Brian Fitzgerald,Canada,P1131,Social Evening,Clothing,2,339.23,678.46,Bitcoin,Not Returned,4,No,8,6.94
INV2054,23/10/2023 10:22,CUST1389,Scott Williams,U.S.,P1375,Ten Author,Clothing,1,474.06,474.06,Credit Card,Not Returned,1,No,7,2.46
INV2055,11/04/2024 21:39,CUST1104,Richard Henson,United States,P1163,Option With,Electronics,1,6.76,6.76,Bitcoin,Not Returned,4,Yes,9,12.18
INV2056,16/02/2024 12:27,CUST2165,Levi Lopez,United States,P1004,She Game,Sports,5,20.73,103.65,Bitcoin,Not Returned,1,No,,6.29
INV2057,4/10/2024 12:41,CUST1833,Tyler Harris,U.S.,P1307,Common Serious,Beauty,3,11.26,33.78,Bitcoin,Not Returned,5,No,4,21.68
INV2058,5/05/2024 21:35,CUST1509,Michelle Ho,France,P1174,More Fact,Books,3,342.62,1027.86,Bitcoin,Not Returned,1,No,,7.98
INV2059,17/12/2023 20:12,CUST2043,Andre Watson,United States,P1240,Impact Million,Garden,4,335.45,1341.80,Bank Transfer,Not Returned,3,No,10,17.17
INV2060,6/07/2023 20:31,CUST1374,Charles Schultz,Canada,P1099,Behind Budget,Books,1,393.39,393.39,Bank Transfer,Not Returned,4,No,1,17.12
INV2061,31/12/2024 17:27,CUST2248,Theresa Torres,Australia,P1107,Hard Practice,Clothing,5,128.08,640.40,Bitcoin,Not Returned,1,Yes,5,23.92
INV2062,2/08/2023 15:19,CUST1970,Nicholas Rush,UK,P1334,Southern Environment,Electronics,5,51.06,255.30,Bank Transfer,Not Returned,2,No,2,7.66
INV2063,30/04/2025 20:53,CUST2488,Jacob Erickson,New Zealand,P1181,Down Civil,Electronics,3,93.78,281.34,Bitcoin,Returned,3,Yes,6,8.84
INV2064,28/07/2023 3:33,CUST1286,Joseph Knight,USA,P1499,Thus Phone,Books,4,499.69,1998.76,PayPal,Not Returned,5,No,4,20.81
INV2065,6/11/2024 9:38,CUST1048,Joshua Blair,Australia,P1164,Seem Age,Home,4,320.37,1281.48,PayPal,Not Returned,4,No,13,6.85
INV2066,3/01/2025 17:26,CUST1152,Denise Jones,Germany,P1124,Summer Bring,Electronics,2,291.69,583.38,Bitcoin,Not Returned,,No,11,23.99
INV2067,20/09/2024 1:14,CUST2446,John Lee,India,P1249,Sometimes Democratic,Automotive,2,244.88,489.76,Credit Card,Not Returned,5,No,4,13.45
INV2068,6/03/2025 23:30,CUST1897,Elizabeth Dean,U.S.,P1472,Five Direction,Garden,3,436.83,1310.49,Credit Card,Not Returned,5,No,13,3.79
INV2069,29/05/2023 6:23,CUST1308,Kiara Mcintyre,France,P1301,War Defense,Books,3,55.44,166.32,PayPal,Not Returned,4,No,8,13.28
INV2070,7/03/2024 13:18,CUST1596,Victor Morris,United States,P1353,Around Read,Electronics,1,487.28,487.28,Bank Transfer,Not Returned,2,No,11,22.11
INV2071,9/06/2024 13:49,CUST1377,Paula Bradley,Australia,P1164,Seem Age,Home,4,320.37,1281.48,Bank Transfer,Not Returned,5,Yes,2,2.98
INV2072,12/11/2023 5:28,CUST1841,Alexandra Dominguez,USA,P1218,Level Skill,Food,4,305.30,1221.20,Credit Card,Not Returned,4,No,,14.14
INV2073,19/08/2023 21:57,CUST1065,Amber Kidd,Australia,P1491,Require Cause,Garden,5,131.39,656.95,Bitcoin,Not Returned,2,Yes,11,1.89
INV2074,23/12/2024 17:28,CUST1188,Madison Poole,France,P1498,Another Right,Garden,5,423.43,2117.15,Credit Card,Not Returned,3,Yes,12,1.83
INV2075,30/08/2023 9:36,CUST2400,Dr. Steve James,U.S.,P1220,Wall Public,Garden,3,339.44,1018.32,Credit Card,Not Returned,4,No,7,13.19
INV2076,10/09/2023 8:43,CUST2418,Erika Alvarez,New Zealand,P1378,Attention Final,Home,4,123.73,494.92,Credit Card,Not Returned,3,Yes,,5.63
INV2077,16/11/2023 11:13,CUST1874,Jesse Lynch,India,P1077,Stop Indeed,Clothing,3,47.40,142.20,Bank Transfer,Not Returned,5,Yes,12,20.54
INV2078,24/04/2024 5:02,CUST1726,Christian Dawson,U.S.,P1457,Group How,Garden,5,354.09,1770.45,PayPal,Not Returned,4,Yes,12,3.18
INV2079,17/12/2023 14:02,CUST1713,Laurie Goodwin,Australia,P1488,Specific Try,Books,1,251.35,251.35,PayPal,Not Returned,1,No,4,5.82
INV2080,15/06/2023 7:43,CUST1444,Mrs. Diane Reyes,Germany,P1395,Free Event,Toys,3,351.37,1054.11,Bitcoin,Returned,5,Yes,6,1.23
INV2081,29/09/2024 21:50,CUST1898,Kevin Snyder,New Zealand,P1204,Law When,Automotive,2,344.99,689.98,Credit Card,Not Returned,1,Yes,2,18.92
INV2082,9/11/2023 10:26,CUST1246,Krista Gibson,Australia,P1481,West Month,Electronics,4,150.22,600.88,Bank Transfer,Not Returned,1,Yes,12,12.67
INV2083,19/11/2023 17:14,CUST1978,Derek Wright,Germany,P1130,Office Necessary,Home,5,38.92,194.60,Bitcoin,Not Returned,3,Yes,5,9.01
INV2084,27/04/2025 8:08,CUST1634,Amber Cooper,UK,P1428,Outside Power,Garden,1,65.11,65.11,Credit Card,Not Returned,3,No,,23.78
INV2085,30/10/2024 10:30,CUST1562,Robert Richardson,Canada,P1373,Future Home,Toys,3,286.47,859.41,Credit Card,Not Returned,1,Yes,11,11.75
INV2086,23/03/2025 9:48,CUST1079,Lisa Barnes,UK,P1031,Evidence Hit,Clothing,5,306.52,1532.60,Bitcoin,Not Returned,3,Yes,2,23.41
INV2087,23/04/2024 3:35,CUST1310,Dr. Paul Morgan,United States,P1379,Market Center,Automotive,2,42.16,84.32,Credit Card,Not Returned,2,No,10,9.33
INV2088,31/05/2024 10:15,CUST1543,Kathleen Robertson,USA,P1318,Animal Special,Books,3,416.21,1248.63,Bitcoin,Returned,1,No,,13.49
INV2089,19/09/2024 6:50,CUST2225,Tiffany Jackson,United States,P1369,So Particular,Food,5,116.72,583.60,PayPal,Not Returned,,Yes,7,11.61
INV2090,21/08/2023 2:00,CUST1850,Shannon Miller,India,P1438,Product Magazine,Garden,5,490.22,2451.10,Credit Card,Not Returned,3,No,2,8.07
INV2091,19/02/2025 4:28,CUST2105,Amber Vang,United States,P1187,Position Turn,Books,5,103.79,518.95,PayPal,Not Returned,4,Yes,12,23.56
INV2092,12/06/2024 16:27,CUST1461,Eric Williams,New Zealand,P1337,Moment Of,Food,1,187.67,187.67,Credit Card,Not Returned,2,Yes,11,16.48
INV2093,12/01/2024 11:28,CUST1673,Timothy Hayden,France,P1363,Remember Feel,Clothing,4,290.63,1162.52,Bank Transfer,Not Returned,1,No,6,9.37
INV2094,8/04/2024 21:37,CUST1297,William Barrett,New Zealand,P1296,Increase Job,Home,1,482.54,482.54,PayPal,Not Returned,,Yes,10,0.85
INV2095,23/12/2023 4:45,CUST1487,Samantha Gardner,India,P1082,Official Inside,Automotive,4,436.85,1747.40,Bank Transfer,Not Returned,4,No,7,24.82
INV2096,18/10/2023 23:46,CUST1928,Lauren Green,United States,P1318,Animal Special,Books,3,416.21,1248.63,Bank Transfer,Not Returned,1,No,5,20.17
INV2097,16/07/2023 16:59,CUST1998,Edgar Miller,United States,P1395,Free Event,Toys,5,351.37,1756.85,Bank Transfer,Not Returned,2,Yes,12,9.14
INV2098,3/03/2024 22:33,CUST2315,Andrew Moreno,Canada,P1013,She Already,Books,5,478.82,2394.10,Credit Card,Not Returned,5,No,2,21.83
INV2099,11/06/2024 0:43,CUST1628,Joseph Wilson,United States,P1231,During Right,Food,4,101.25,405.00,PayPal,Not Returned,4,Yes,2,21.00
INV2100,13/09/2023 15:10,CUST1454,Alfred Galvan,Australia,P1397,Price Health,Garden,1,221.69,221.69,PayPal,Not Returned,4,Yes,12,13.33
INV2101,30/05/2023 22:41,CUST2104,Shawn Scott,U.S.,P1117,Budget Sister,Sports,5,451.71,2258.55,PayPal,Not Returned,4,Yes,13,23.27
INV2102,19/07/2023 4:57,CUST2466,Corey Norris,India,P1077,Stop Indeed,Clothing,5,47.40,237.00,PayPal,Not Returned,3,No,6,22.52
INV2103,19/08/2024 20:24,CUST1862,Holly Vega,U.S.,P1457,Group How,Garden,4,354.09,1416.36,Bank Transfer,Returned,2,No,3,23.08
INV2104,29/09/2023 0:39,CUST2255,Brett Swanson,New Zealand,P1304,Game Role,Food,1,392.40,392.40,Bitcoin,Not Returned,1,No,12,3.99
INV2105,1/05/2024 21:09,CUST1858,Steven Blevins,Australia,P1200,Certainly For,Automotive,5,62.24,311.20,Bank Transfer,Not Returned,3,Yes,11,18.49
INV2106,23/05/2024 0:58,CUST2376,Karen Fernandez,UK,P1077,Stop Indeed,Clothing,2,47.40,94.80,Credit Card,Not Returned,4,No,8,2.57
INV2107,14/05/2024 0:59,CUST2287,Matthew Houston,Germany,P1306,Seek Style,Beauty,4,39.13,156.52,Credit Card,Not Returned,4,No,2,1.76
INV2108,18/05/2023 19:19,CUST2474,Cody Smith,USA,P1174,More Fact,Books,3,342.62,1027.86,Bank Transfer,Not Returned,3,No,9,4.21
INV2109,28/11/2024 22:48,CUST2453,Amanda Pineda,Canada,P1354,Happy Although,Automotive,4,149.61,598.44,Credit Card,Not Returned,4,No,3,21.73
INV2110,2/04/2024 12:50,CUST2361,Kelli Smith,United States,P1253,Might Rise,Beauty,4,447.05,1788.20,Bank Transfer,Not Returned,5,No,14,6.29
INV2111,29/02/2024 9:18,CUST2040,Danielle Bryant,UK,P1168,Might Increase,Clothing,4,42.25,169.00,Credit Card,Returned,5,No,3,14.64
INV2112,14/08/2024 12:15,CUST1453,Cynthia Vang,United States,P1302,Us Look,Toys,4,425.90,1703.60,Bitcoin,Not Returned,4,No,9,12.97
INV2113,30/04/2025 9:19,CUST2367,Nicolas Salas,India,P1195,Catch Design,Electronics,1,62.09,62.09,Credit Card,Not Returned,,Yes,5,14.50
INV2114,18/09/2023 16:02,CUST2452,Emily Morris,New Zealand,P1462,Physical But,Clothing,5,437.72,2188.60,Credit Card,Not Returned,3,No,9,21.59
INV2115,29/11/2023 19:44,CUST1076,Angela Lopez,New Zealand,P1481,West Month,Electronics,4,150.22,600.88,Credit Card,Not Returned,1,Yes,10,23.65
INV2116,10/02/2024 7:21,CUST1202,Elizabeth Perkins,Germany,P1149,Together While,Garden,4,417.70,1670.80,Bank Transfer,Not Returned,5,No,5,24.34
INV2117,31/10/2024 7:45,CUST1509,Michelle Ho,Australia,P1141,Federal Deep,Toys,4,231.33,925.32,Bank Transfer,Not Returned,1,Yes,8,19.27
INV2118,9/03/2024 20:31,CUST2120,Misty Garcia,Australia,P1331,Buy Way,Sports,3,246.85,740.55,PayPal,Not Returned,,No,5,15.41
INV2119,19/11/2023 19:10,CUST1466,Jason Beck,United States,P1162,Month Lot,Sports,3,415.53,1246.59,Bank Transfer,Not Returned,5,Yes,12,9.57
INV2120,20/02/2024 6:38,CUST1542,Kenneth Edwards,Germany,P1438,Product Magazine,Garden,4,490.22,1960.88,PayPal,Not Returned,2,Yes,1,4.74
INV2121,7/11/2024 7:11,CUST1635,Zachary Michael,France,P1465,Season Toward,Home,5,207.94,1039.70,PayPal,Not Returned,5,Yes,3,2.33
INV2122,27/08/2024 19:31,CUST2457,Christopher Hill,U.S.,P1306,Seek Style,Beauty,4,39.13,156.52,Bank Transfer,Not Returned,3,Yes,13,23.90
INV2123,29/11/2023 1:39,CUST1601,Jennifer Simpson DVM,Australia,P1314,Short Strong,Toys,5,309.88,1549.40,Bitcoin,Not Returned,1,Yes,10,24.82
INV2124,11/10/2024 5:13,CUST1053,Mark Perez,Canada,P1253,Might Rise,Beauty,2,447.05,894.10,PayPal,Not Returned,1,Yes,,7.42
INV2125,3/01/2025 9:21,CUST1042,Sherry Decker,Germany,P1439,Wait Treatment,Books,5,231.11,1155.55,PayPal,Not Returned,4,No,10,14.39
INV2126,9/03/2024 2:08,CUST1792,Maria Cooke,Australia,P1382,Girl New,Electronics,3,119.58,358.74,Bank Transfer,Not Returned,2,Yes,5,13.51
INV2127,14/04/2025 9:09,CUST1157,Jason Stein,Canada,P1490,Writer Name,Garden,2,320.76,641.52,PayPal,Not Returned,4,No,8,7.84
INV2128,25/03/2025 23:19,CUST2237,Nicole Richards,France,P1116,Tonight Bed,Garden,3,243.27,729.81,PayPal,Not Returned,4,Yes,7,15.47
INV2129,27/11/2023 23:14,CUST2018,Jimmy Marks,U.S.,P1302,Us Look,Toys,4,425.90,1703.60,Bitcoin,Not Returned,,No,7,21.69
INV2130,2/07/2024 16:58,CUST1302,Megan Le,UK,P1032,Visit Pass,Home,3,269.40,808.20,Credit Card,Not Returned,3,No,11,19.11
INV2131,9/01/2024 18:31,CUST1273,Shelly Alexander,UK,P1202,Way Need,Electronics,2,355.85,711.70,Bank Transfer,Not Returned,4,No,2,19.16
INV2132,2/05/2025 11:58,CUST2395,Justin Frederick,India,P1300,Watch Seem,Books,3,42.62,127.86,Bank Transfer,Not Returned,,Yes,8,10.34
INV2133,20/09/2024 16:38,CUST1330,Vanessa Howard,India,P1375,Ten Author,Clothing,2,474.06,948.12,PayPal,Not Returned,,No,11,2.99
INV2134,5/02/2025 23:41,CUST1182,Angela Vaughn,New Zealand,P1048,Always Side,Food,4,202.70,810.80,Bitcoin,Not Returned,1,No,2,2.40
INV2135,6/05/2025 22:09,CUST1727,Nancy Stewart,Germany,P1090,Indicate Reach,Beauty,4,15.41,61.64,Bank Transfer,Not Returned,1,No,10,15.83
INV2136,20/05/2023 13:04,CUST1695,Mr. Aaron Arnold,USA,P1231,During Right,Food,1,101.25,101.25,Credit Card,Not Returned,,No,1,4.21
INV2137,16/05/2023 18:48,CUST2083,Keith Knox,UK,P1006,Order Offer,Automotive,1,303.00,303.00,Bank Transfer,Not Returned,1,Yes,10,15.52
INV2138,4/04/2024 2:28,CUST1372,Ellen Morgan,United States,P1274,Simple Among,Sports,2,297.99,595.98,PayPal,Not Returned,4,Yes,14,11.02
INV2139,4/12/2024 22:17,CUST1363,Nicole Parrish,Germany,P1259,Simple Thank,Sports,2,35.82,71.64,Credit Card,Not Returned,,No,14,7.29
INV2140,7/10/2023 8:08,CUST1714,Jennifer Jones,U.S.,P1349,Production Onto,Clothing,2,417.15,834.30,Bitcoin,Not Returned,1,No,7,23.22
INV2141,3/10/2023 21:49,CUST2122,John Garcia,United States,P1425,Build Rich,Electronics,4,105.76,423.04,Credit Card,Not Returned,2,Yes,3,24.01
INV2142,29/07/2024 0:45,CUST2005,Joshua Arellano,USA,P1096,Standard Law,Toys,4,336.14,1344.56,Bitcoin,Not Returned,5,Yes,13,13.00
INV2143,30/06/2023 8:53,CUST2358,Kevin Johnson,India,P1335,Actually Low,Books,3,205.18,615.54,Bitcoin,Not Returned,5,Yes,4,8.01
INV2144,11/10/2023 14:22,CUST1917,Christine Parker,New Zealand,P1390,Shake Risk,Home,2,40.35,80.70,Bitcoin,Not Returned,,No,1,8.04
INV2145,28/03/2024 1:49,CUST1991,Brian Harris,UK,P1312,Bed Need,Sports,4,92.19,368.76,Credit Card,Not Returned,,Yes,1,7.68
INV2146,8/08/2023 8:56,CUST2203,Tracey Phillips,Australia,P1382,Girl New,Electronics,5,119.58,597.90,Credit Card,Returned,2,No,3,8.79
INV2147,29/12/2023 5:38,CUST2101,Darryl Acosta,France,P1026,Own With,Clothing,4,193.16,772.64,Bank Transfer,Not Returned,,Yes,1,11.43
INV2148,4/07/2023 11:19,CUST1380,Karla Ramos,United States,P1456,Though Allow,Sports,2,26.61,53.22,Bitcoin,Not Returned,5,Yes,,23.05
INV2149,20/05/2024 18:02,CUST1421,Maria Jones,USA,P1460,Own Police,Electronics,1,67.49,67.49,Bank Transfer,Not Returned,3,Yes,5,22.94
INV2150,22/05/2023 22:36,CUST1823,Jackie Clements,Canada,P1022,Yes Road,Beauty,2,290.79,581.58,Bank Transfer,Not Returned,3,No,3,23.51
INV2151,21/05/2023 4:06,CUST2338,Andrew Cruz,USA,P1377,Threat Oil,Toys,3,331.91,995.73,Bitcoin,Not Returned,1,No,4,15.00
INV2152,17/06/2023 1:42,CUST2283,Jesse Williams,Germany,P1354,Happy Although,Automotive,4,149.61,598.44,PayPal,Not Returned,,Yes,2,22.56
INV2153,21/05/2023 4:45,CUST2000,Matthew Davis MD,U.S.,P1034,Establish Talk,Sports,2,138.62,277.24,Bank Transfer,Not Returned,5,No,4,13.41
INV2154,26/12/2024 22:14,CUST1583,Denise Martinez,United States,P1438,Product Magazine,Garden,5,490.22,2451.10,PayPal,Not Returned,4,No,3,3.18
INV2155,23/12/2024 11:14,CUST1073,Lauren Daniels,Canada,P1240,Impact Million,Garden,4,335.45,1341.80,Bitcoin,Not Returned,5,Yes,3,10.90
INV2156,27/02/2024 13:19,CUST1759,Margaret Miller,USA,P1224,Both Catch,Food,2,170.92,341.84,PayPal,Not Returned,5,No,,14.22
INV2157,15/01/2024 9:35,CUST1312,Shannon Ramsey,Australia,P1174,More Fact,Books,3,342.62,1027.86,Credit Card,Not Returned,1,No,8,1.59
INV2158,13/10/2024 3:20,CUST1376,Glen Wood,Germany,P1321,Try Receive,Garden,2,287.08,574.16,Bitcoin,Not Returned,1,No,8,4.03
INV2159,16/02/2024 2:15,CUST2120,Misty Garcia,United States,P1493,Although Machine,Garden,3,451.10,1353.30,Credit Card,Not Returned,1,No,5,0.96
INV2160,17/05/2023 22:53,CUST1212,,USA,P1350,Ten That,Toys,2,117.60,235.20,Bitcoin,Not Returned,,Yes,12,15.71
INV2161,28/11/2024 20:28,CUST2154,April Davis,Germany,P1279,Less Information,Books,1,230.08,230.08,Bitcoin,Not Returned,4,No,7,22.76
INV2162,4/06/2023 12:06,CUST1486,Monica Miller,Australia,P1349,Production Onto,Clothing,4,417.15,1668.60,Bitcoin,Not Returned,1,No,8,21.99
INV2163,18/12/2023 15:02,CUST1458,Aaron Miller,U.S.,P1073,Soldier Physical,Electronics,3,60.37,181.11,Bitcoin,Not Returned,1,No,11,0.52
INV2164,24/11/2023 14:27,CUST1614,Elizabeth Sharp,France,P1073,Soldier Physical,Electronics,1,60.37,60.37,Bitcoin,Not Returned,5,No,3,23.55
INV2165,8/10/2024 7:43,CUST1862,Holly Vega,Germany,P1452,Successful Whom,Automotive,4,191.72,766.88,Bitcoin,Not Returned,2,No,10,9.97
INV2166,9/10/2024 8:56,CUST2481,Christina Washington,Canada,P1271,And Understand,Sports,2,363.47,726.94,Bank Transfer,Not Returned,4,No,5,16.10
INV2167,4/02/2025 17:42,CUST1437,Christopher Guerra,France,P1201,Risk Season,Food,2,99.09,198.18,Bank Transfer,Not Returned,4,No,,4.99
INV2168,23/03/2025 23:23,CUST1691,Pamela Gutierrez,France,P1282,Feeling Main,Sports,2,129.87,259.74,Bitcoin,Returned,1,No,9,16.67
